x,y,polarity,timestamp
188,289,0,1323
266,317,1,1323
639,420,1,1323
272,257,1,1323
193,315,1,1323
214,241,0,1324
160,318,0,1324
198,294,1,1324
176,308,0,1324
229,253,0,1324
191,312,1,1325
220,293,0,1325
339,297,0,1325
237,328,0,1326
163,305,0,1326
167,268,1,1327
223,322,1,1327
293,275,1,1328
182,306,1,1328
349,296,0,1329
176,279,1,1330
319,302,0,1330
174,303,0,1330
301,304,0,1330
284,283,1,1331
191,313,1,1331
211,253,1,1331
212,321,0,1331
237,343,1,1331
213,292,1,1332
167,330,0,1332
186,342,0,1332
179,258,1,1332
322,288,0,1333
206,292,1,1333
243,341,1,1333
172,253,1,1333
187,309,0,1333
253,335,1,1334
325,300,0,1334
228,350,1,1335
224,246,0,1335
293,271,0,1335
188,291,0,1335
286,273,0,1336
167,257,1,1337
342,296,0,1337
339,299,0,1337
180,266,1,1337
296,303,0,1337
323,256,1,1338
275,256,1,1338
176,266,1,1338
266,322,1,1339
178,304,0,1340
197,310,1,1340
291,251,1,1340
231,349,1,1340
168,260,1,1340
176,295,0,1340
165,259,1,1341
301,276,1,1341
216,346,1,1341
165,330,0,1341
163,328,0,1342
203,311,0,1342
310,300,0,1342
270,307,1,1342
306,293,0,1343
247,339,1,1344
162,325,0,1345
194,270,1,1345
272,338,1,1345
180,288,1,1346
223,306,0,1347
168,271,1,1347
201,326,0,1348
190,313,1,1348
240,322,1,1349
298,287,0,1349
349,297,0,1349
242,299,0,1349
235,331,0,1350
205,294,1,1352
266,311,1,1353
240,296,0,1353
168,269,1,1353
239,340,1,1353
289,256,0,1353
328,303,0,1354
212,348,1,1354
186,331,0,1354
168,259,1,1355
180,271,0,1356
231,350,1,1356
295,286,0,1357
290,300,0,1357
265,334,1,1357
173,275,1,1358
193,309,1,1359
231,344,1,1359
215,247,1,1359
288,301,0,1359
263,329,1,1359
208,255,0,1360
212,302,1,1360
186,268,1,1360
322,304,0,1360
268,309,1,1360
160,316,0,1360
220,311,1,1361
218,351,1,1362
229,332,1,1363
229,249,0,1363
192,254,0,1363
237,347,1,1364
299,297,0,1364
213,246,1,1364
182,293,0,1364
219,336,1,1365
226,246,0,1365
274,321,1,1365
237,304,0,1365
170,257,1,1365
191,269,1,1366
193,319,0,1367
231,249,0,1367
239,304,0,1368
166,330,0,1369
196,330,0,1369
306,267,1,1369
280,283,1,1369
237,307,0,1370
224,293,0,1370
229,330,1,1370
291,254,1,1370
185,268,1,1371
177,312,0,1371
228,334,0,1372
301,252,1,1372
332,301,0,1372
299,280,1,1373
221,294,0,1373
200,307,1,1374
191,264,0,1374
269,336,1,1376
166,258,1,1376
287,280,0,1377
234,254,0,1377
296,265,1,1377
283,263,1,1377
317,255,1,1377
266,288,0,1378
328,302,0,1378
302,253,1,1378
302,279,1,1379
225,245,0,1379
225,304,0,1379
240,328,0,1379
190,305,0,1379
234,320,1,1380
192,315,1,1381
289,273,0,1382
185,269,1,1382
268,280,1,1383
174,275,1,1383
168,263,1,1383
314,281,0,1383
162,308,0,1384
160,314,0,1384
222,347,1,1385
189,294,0,1385
160,312,0,1385
192,312,1,1385
301,302,0,1386
277,266,1,1386
222,297,0,1386
201,308,1,1386
174,297,0,1386
294,271,0,1386
168,333,0,1387
228,246,0,1387
287,275,1,1388
278,263,1,1390
173,268,0,1391
304,253,1,1391
216,309,1,1391
212,331,1,1391
169,274,1,1391
236,326,1,1392
264,288,0,1392
262,313,1,1392
307,251,1,1392
353,292,0,1393
232,255,0,1394
165,305,0,1394
176,337,0,1395
300,258,0,1396
334,296,0,1396
171,299,0,1396
325,279,0,1397
299,251,1,1397
191,262,0,1397
166,260,1,1397
160,317,0,1397
285,253,1,1398
173,306,0,1398
191,261,0,1399
187,261,1,1399
231,329,1,1400
236,325,1,1400
201,241,0,1400
307,252,1,1400
239,291,0,1400
212,245,1,1401
220,253,1,1401
345,299,0,1402
264,311,1,1403
226,351,1,1403
218,308,1,1404
161,312,0,1404
260,330,1,1405
200,259,1,1406
168,267,1,1406
197,326,0,1406
219,253,1,1406
254,335,1,1406
297,272,0,1407
263,280,1,1407
247,342,1,1407
185,291,0,1407
303,301,0,1407
258,326,1,1408
217,325,1,1409
255,333,1,1409
283,290,1,1410
190,329,0,1411
233,250,0,1411
191,326,0,1412
185,267,1,1414
185,283,1,1414
264,315,1,1415
321,292,1,1416
275,277,1,1417
198,287,0,1418
299,301,0,1418
171,275,1,1419
294,303,0,1419
323,304,0,1419
242,341,1,1420
191,311,1,1421
254,285,0,1422
166,267,1,1422
331,280,0,1423
214,307,1,1423
276,326,1,1424
305,275,1,1424
258,260,1,1424
178,305,0,1424
191,310,1,1425
169,256,1,1425
175,324,1,1426
195,309,1,1426
188,269,1,1426
161,310,0,1427
264,336,1,1427
264,320,1,1427
336,270,1,1427
165,260,1,1429
177,270,0,1429
165,306,0,1429
192,266,0,1429
262,330,1,1429
237,326,1,1430
186,290,0,1430
243,344,1,1430
235,327,1,1430
169,321,1,1430
173,308,0,1431
208,292,1,1432
221,344,1,1432
214,242,0,1432
168,300,0,1432
189,268,1,1433
221,250,0,1433
173,307,0,1433
230,342,1,1433
189,309,0,1433
277,257,1,1434
177,334,0,1435
217,347,1,1435
190,285,1,1435
241,329,0,1435
316,290,0,1436
308,300,0,1436
297,276,1,1436
312,255,1,1436
351,293,0,1436
337,298,0,1437
184,327,0,1437
190,319,0,1438
299,271,0,1438
188,268,1,1439
280,256,1,1439
162,317,0,1439
260,331,1,1440
177,295,0,1441
169,261,1,1441
190,312,1,1441
230,330,1,1441
226,248,0,1442
291,301,0,1443
174,278,1,1443
219,242,0,1443
177,271,0,1443
207,310,0,1444
239,300,0,1444
189,311,0,1445
212,294,1,1445
195,243,0,1445
162,313,0,1445
182,278,1,1446
202,244,0,1447
173,313,1,1448
190,294,0,1448
258,328,1,1449
262,314,1,1449
169,323,1,1449
274,325,1,1449
268,324,1,1451
331,272,0,1451
163,327,0,1451
256,329,1,1452
177,266,1,1452
166,262,1,1453
164,304,0,1453
196,283,0,1454
167,264,1,1455
326,301,0,1455
209,248,0,1455
167,303,0,1455
264,332,1,1455
268,326,1,1456
228,344,1,1456
160,315,0,1456
228,331,1,1456
289,272,0,1457
273,322,1,1457
231,346,1,1457
182,292,0,1458
177,267,1,1459
174,62,1,1459
236,340,1,1459
311,299,0,1459
171,297,0,1460
256,330,1,1460
174,264,1,1461
174,309,0,1461
250,333,1,1461
161,319,0,1462
191,299,1,1462
289,275,1,1462
211,304,1,1463
308,263,1,1463
276,255,1,1463
296,277,1,1463
263,259,1,1463
257,290,1,1463
218,244,0,1464
183,306,1,1464
161,324,0,1464
249,336,1,1464
162,310,0,1465
224,245,0,1465
171,330,0,1465
232,326,0,1465
258,340,1,1466
279,281,1,1466
264,312,1,1467
191,315,1,1467
242,318,1,1467
242,302,0,1468
228,332,1,1468
210,292,1,1468
242,303,0,1468
172,254,1,1469
230,249,0,1469
176,336,0,1469
184,267,1,1469
261,323,1,1470
206,247,0,1470
196,310,1,1470
181,278,1,1471
277,329,1,1471
324,273,1,1471
302,264,0,1471
278,260,0,1472
162,309,0,1472
210,253,1,1472
290,253,1,1473
284,251,1,1473
254,341,1,1473
192,244,0,1473
195,310,1,1474
199,308,1,1474
194,260,1,1475
238,304,0,1475
284,253,1,1475
263,311,1,1476
170,301,0,1476
208,299,1,1476
300,251,1,1477
262,261,1,1478
259,324,1,1478
171,328,0,1478
234,327,1,1479
256,287,1,1479
225,325,0,1479
194,310,1,1480
331,273,0,1480
314,301,0,1480
286,325,1,1480
216,244,0,1481
174,314,1,1481
230,322,1,1481
194,302,0,1482
286,280,0,1483
304,252,1,1483
324,303,0,1484
297,252,1,1485
286,268,1,1487
302,275,1,1487
283,289,1,1488
293,252,1,1488
167,258,1,1488
165,265,1,1489
208,302,1,1490
263,319,1,1490
210,246,1,1491
278,253,1,1492
166,263,1,1492
298,272,0,1493
238,342,1,1493
191,342,0,1493
177,294,0,1493
209,318,0,1495
217,292,0,1498
179,302,0,1498
268,320,1,1498
179,295,0,1498
252,337,1,1499
241,345,1,1499
273,265,0,1499
214,248,1,1500
180,335,0,1501
192,270,1,1501
173,276,1,1501
167,269,1,1501
183,270,0,1502
313,253,1,1502
170,299,0,1502
271,261,1,1502
327,302,0,1502
169,264,1,1502
302,287,0,1503
176,303,0,1503
171,276,1,1503
225,302,0,1503
166,302,0,1504
165,327,0,1505
224,305,0,1505
171,298,0,1505
177,317,1,1505
227,331,1,1505
257,287,1,1506
259,332,1,1506
234,294,0,1506
311,303,0,1506
322,299,0,1507
169,272,1,1507
168,266,1,1508
214,309,1,1509
170,274,1,1509
215,251,0,1509
168,301,0,1509
198,308,1,1510
304,266,1,1510
167,266,1,1510
205,310,0,1510
192,311,1,1511
256,336,1,1511
305,253,1,1511
187,310,0,1511
281,277,1,1511
303,258,0,1512
269,280,1,1512
300,275,1,1513
182,267,1,1513
282,282,1,1513
186,284,1,1513
295,271,0,1514
175,296,0,1514
296,272,0,1514
189,272,0,1514
209,243,0,1515
220,320,0,1515
348,292,0,1515
243,289,0,1515
185,285,1,1515
285,254,1,1516
272,261,1,1516
197,329,0,1516
183,327,0,1517
263,315,1,1517
316,273,1,1518
171,311,1,1520
295,276,1,1520
329,297,0,1520
170,273,1,1521
225,246,0,1521
257,331,1,1522
274,294,0,1522
244,317,1,1522
161,314,0,1523
327,304,0,1523
328,260,1,1524
217,242,0,1524
170,303,0,1525
248,344,1,1525
226,320,1,1526
311,258,0,1526
329,303,0,1526
309,262,1,1527
183,271,0,1527
164,328,0,1527
182,325,0,1528
323,258,1,1528
168,268,1,1529
174,336,0,1529
180,268,1,1530
332,296,0,1530
240,312,1,1533
174,324,1,1533
247,341,1,1533
170,271,1,1533
162,319,0,1533
224,334,1,1534
221,303,1,1535
166,268,1,1535
304,285,0,1535
278,257,1,1536
266,320,1,1537
301,277,1,1538
293,253,1,1538
197,314,0,1538
195,319,0,1538
161,313,0,1539
250,294,1,1539
187,291,0,1539
225,333,1,1540
222,302,1,1540
321,304,0,1540
348,293,0,1540
262,286,0,1540
342,298,0,1541
166,304,0,1541
187,332,0,1541
292,272,0,1542
174,310,0,1543
233,251,0,1544
203,254,0,1544
259,336,1,1544
225,324,0,1544
196,309,1,1544
258,327,1,1545
215,300,0,1545
173,297,0,1545
164,326,0,1545
303,275,1,1545
193,311,1,1546
207,299,1,1546
167,267,1,1546
341,298,0,1547
166,266,1,1547
204,260,1,1548
271,334,1,1548
271,313,1,1548
226,332,1,1549
289,253,1,1549
259,341,1,1551
275,282,1,1551
293,258,0,1551
237,329,0,1552
166,329,0,1552
181,252,1,1552
171,274,1,1552
239,327,0,1553
219,309,0,1553
189,335,0,1553
198,320,0,1554
261,260,1,1554
165,325,0,1554
220,295,0,1554
272,260,1,1555
305,261,1,1555
291,250,1,1556
303,303,0,1556
167,265,1,1557
173,335,0,1558
305,272,0,1558
160,319,0,1559
335,266,1,1559
221,296,0,1559
303,270,0,1560
226,317,0,1561
241,294,0,1561
308,253,1,1561
187,285,1,1562
312,253,1,1562
232,250,0,1562
192,263,0,1562
330,302,0,1563
180,270,0,1565
274,258,1,1565
264,322,1,1567
320,289,0,1567
170,298,0,1567
293,283,1,1568
241,320,1,1568
212,324,0,1568
221,295,0,1568
292,253,1,1569
256,332,1,1569
192,261,0,1569
274,259,1,1569
293,272,0,1569
319,301,0,1569
160,321,0,1570
232,334,0,1570
191,320,0,1571
278,302,0,1571
254,340,1,1571
208,242,0,1571
182,268,1,1572
239,322,1,1572
271,321,1,1572
199,312,0,1572
235,326,1,1573
252,334,1,1573
241,321,1,1573
293,254,1,1574
190,268,1,1574
209,253,1,1574
169,332,0,1574
235,254,0,1574
226,245,0,1575
217,247,1,1575
264,314,1,1575
197,319,0,1576
171,323,1,1576
232,329,1,1576
274,281,1,1577
182,279,1,1577
251,335,1,1578
169,299,0,1578
219,255,1,1578
171,273,1,1579
167,261,1,1579
175,295,0,1580
244,341,1,1580
170,324,1,1580
232,328,1,1580
333,302,0,1582
292,303,0,1582
261,324,1,1583
336,271,1,1583
282,255,1,1583
177,249,1,1583
177,322,0,1584
336,292,0,1584
170,332,0,1584
307,258,0,1584
295,282,1,1586
175,315,1,1587
192,262,0,1588
270,311,1,1588
321,303,0,1589
259,315,1,1589
223,297,0,1589
218,249,1,1589
195,285,0,1590
321,289,0,1590
343,290,0,1590
282,254,1,1590
167,270,1,1591
325,286,0,1591
297,273,1,1592
297,258,0,1592
176,270,0,1592
225,303,0,1593
301,300,0,1593
303,300,0,1594
162,312,0,1594
175,285,1,1595
292,286,0,1595
242,340,1,1595
223,318,0,1595
173,314,1,1595
165,314,0,1595
168,332,0,1596
350,285,0,1597
234,330,0,1597
177,316,1,1598
162,322,0,1601
313,302,0,1601
191,314,1,1601
180,252,1,1601
183,282,1,1602
217,249,1,1602
241,312,1,1602
267,311,1,1602
233,254,0,1603
207,312,0,1603
214,308,1,1603
200,325,0,1603
300,271,0,1604
218,292,0,1605
361,289,0,1605
199,243,0,1605
179,284,1,1606
206,310,0,1607
226,325,0,1608
224,250,0,1608
202,314,0,1608
281,255,1,1609
317,254,1,1610
205,253,0,1610
174,304,0,1611
175,250,1,1611
273,300,0,1611
193,262,0,1612
168,262,1,1612
263,260,1,1612
183,283,1,1613
187,311,0,1614
304,277,1,1614
195,266,0,1614
262,331,1,1615
200,314,0,1616
190,270,1,1616
242,320,1,1616
208,301,1,1616
259,320,1,1616
179,256,1,1617
284,284,1,1617
198,259,1,1618
286,255,1,1619
277,270,0,1619
202,311,0,1619
270,258,1,1619
180,267,1,1619
250,332,1,1620
233,255,0,1620
229,331,1,1620
181,325,0,1621
166,264,1,1622
186,280,1,1622
262,310,1,1622
219,347,1,1623
172,274,1,1623
290,275,1,1624
176,251,1,1625
170,256,1,1625
180,326,0,1626
213,250,0,1626
330,299,0,1626
239,328,0,1628
175,276,1,1628
214,304,1,1628
328,297,0,1628
167,327,0,1629
332,298,0,1629
164,305,0,1630
208,257,0,1631
179,301,0,1631
323,296,0,1632
299,276,1,1632
239,297,0,1632
213,241,0,1632
265,316,1,1633
163,310,0,1633
303,304,0,1633
175,319,0,1634
196,249,0,1634
163,306,0,1636
294,252,1,1636
188,259,1,1636
190,313,1,1637
165,262,1,1637
345,271,1,1637
316,291,0,1637
313,256,1,1638
233,328,1,1638
173,267,0,1638
339,273,1,1639
227,332,1,1639
162,324,0,1640
314,290,0,1640
342,295,0,1641
196,285,0,1641
238,323,1,1641
180,280,1,1642
223,309,0,1642
326,286,0,1643
178,293,0,1644
265,287,0,1644
266,316,1,1645
310,303,0,1645
271,267,0,1645
188,325,0,1646
341,291,0,1646
274,277,1,1646
171,306,1,1647
294,276,1,1648
295,253,1,1649
319,254,1,1650
239,344,1,1650
288,275,1,1650
180,333,0,1651
208,260,1,1651
181,268,1,1652
191,312,1,1653
196,265,0,1653
255,332,1,1654
301,253,1,1654
177,305,0,1654
189,302,1,1655
336,274,1,1655
166,269,1,1656
215,246,1,1656
634,408,1,1657
215,307,1,1657
322,267,1,1657
193,310,1,1657
228,304,0,1657
272,321,1,1657
296,253,1,1658
211,245,1,1658
178,260,1,1658
296,264,1,1658
245,341,1,1658
178,277,1,1658
235,342,1,1659
165,303,0,1660
178,265,1,1661
253,337,1,1661
276,327,1,1661
172,297,0,1662
169,270,1,1662
309,264,1,1662
272,322,1,1662
233,253,0,1663
303,285,0,1663
199,324,0,1663
322,266,1,1664
205,249,0,1664
255,288,1,1665
255,339,1,1665
254,336,1,1665
172,298,0,1666
166,303,0,1666
339,264,1,1666
179,267,1,1668
173,252,1,1669
169,313,0,1669
308,252,1,1670
228,247,0,1670
178,250,1,1671
210,250,0,1671
193,295,1,1671
237,325,1,1671
324,258,1,1672
222,310,0,1672
169,333,0,1672
179,280,1,1673
180,294,0,1674
181,342,0,1674
225,345,1,1674
168,300,0,1675
299,253,1,1675
173,324,1,1676
173,253,1,1676
186,329,0,1676
180,278,1,1677
249,335,1,1678
215,248,1,1678
246,337,1,1678
202,310,0,1679
267,259,1,1679
216,328,1,1679
205,313,0,1679
183,278,1,1679
186,291,0,1679
185,286,1,1681
204,310,0,1681
173,265,1,1681
294,266,1,1681
163,307,0,1681
222,296,0,1682
188,287,1,1682
170,322,1,1683
204,291,1,1683
180,257,1,1683
327,297,0,1684
355,287,0,1684
170,323,1,1685
181,293,0,1686
165,329,0,1686
341,293,0,1686
169,271,1,1686
209,314,0,1686
257,334,1,1687
217,316,0,1687
274,330,1,1687
225,301,0,1687
300,288,0,1688
276,259,1,1688
266,331,1,1689
313,273,1,1689
291,253,1,1689
265,326,1,1690
189,283,1,1690
189,267,1,1690
167,263,1,1691
173,305,0,1692
185,294,0,1692
168,272,1,1694
327,278,0,1695
288,253,1,1695
215,304,1,1695
291,272,0,1697
209,292,1,1698
162,307,0,1698
329,275,0,1699
167,301,0,1699
164,306,0,1699
232,251,0,1699
175,337,0,1699
168,331,0,1700
168,303,0,1700
298,257,0,1700
204,254,0,1702
197,285,0,1702
232,252,0,1703
214,252,0,1703
303,253,1,1705
296,274,1,1706
210,291,1,1706
175,277,1,1706
186,304,1,1707
213,346,1,1707
165,264,1,1707
343,296,0,1707
340,271,1,1707
178,278,1,1708
306,262,1,1709
242,324,0,1709
349,287,0,1709
220,252,1,1710
344,294,0,1710
161,311,0,1710
321,297,0,1711
254,333,1,1711
216,284,0,1711
195,302,0,1712
204,247,0,1713
163,326,0,1713
169,318,0,1714
331,296,0,1714
260,332,1,1714
174,268,0,1715
268,317,1,1715
197,308,1,1715
209,300,1,1715
291,281,1,1716
170,333,0,1716
175,312,0,1716
283,276,1,1717
308,258,0,1717
176,296,0,1717
168,270,1,1718
169,300,0,1718
168,264,1,1718
169,301,0,1718
224,298,0,1719
229,298,0,1719
306,305,0,1719
172,301,0,1719
209,301,1,1720
210,242,0,1720
190,312,1,1720
179,269,0,1720
169,273,1,1721
251,334,1,1721
167,333,0,1721
296,266,1,1722
201,312,0,1723
256,290,1,1723
259,316,1,1724
189,289,0,1724
173,274,1,1724
196,260,1,1725
547,31,1,1725
190,262,0,1726
262,335,1,1726
212,241,0,1726
281,290,1,1727
278,254,1,1727
191,270,1,1728
170,334,0,1728
260,286,0,1729
162,309,0,1729
243,325,0,1729
171,309,1,1730
315,254,1,1730
179,294,0,1730
169,254,1,1731
229,248,0,1732
176,278,1,1732
225,308,0,1732
280,290,1,1732
239,305,0,1733
195,315,0,1733
206,293,1,1734
213,304,1,1734
212,292,1,1734
161,320,0,1735
225,326,0,1736
261,333,1,1736
174,296,0,1736
167,302,0,1737
306,253,1,1738
204,293,1,1738
269,311,1,1739
275,259,1,1740
259,334,1,1740
174,276,1,1740
177,265,1,1740
273,259,1,1741
190,314,1,1742
192,328,0,1742
195,259,1,1742
235,317,1,1743
226,247,0,1744
258,330,1,1745
174,252,1,1745
167,271,1,1745
303,272,0,1745
202,258,1,1745
296,268,0,1746
247,338,1,1746
190,247,0,1747
206,255,0,1747
291,276,1,1748
226,345,1,1748
172,250,1,1749
196,273,1,1749
275,255,1,1749
284,275,1,1750
295,265,1,1751
258,333,1,1751
178,269,0,1751
182,281,1,1751
262,332,1,1752
296,276,1,1752
191,304,0,1753
242,351,1,1754
268,337,1,1754
181,260,1,1754
309,302,0,1756
223,305,0,1756
188,283,1,1757
170,275,1,1758
191,311,1,1758
175,278,1,1759
303,251,1,1759
325,301,0,1760
169,269,1,1760
172,276,1,1760
265,329,1,1760
230,330,1,1761
217,243,0,1761
276,289,1,1762
187,268,1,1762
161,315,0,1763
177,304,0,1763
221,346,1,1763
229,303,0,1765
232,320,1,1766
219,324,1,1766
265,327,1,1766
299,252,1,1767
220,243,0,1769
180,275,1,1769
272,264,0,1769
259,333,1,1770
319,256,1,1770
282,256,1,1771
209,260,1,1771
194,331,0,1771
298,251,1,1773
239,323,1,1773
180,325,0,1774
269,330,1,1775
274,289,1,1775
168,258,1,1775
234,253,0,1775
298,252,1,1776
243,343,1,1777
245,298,0,1777
257,288,1,1778
196,308,1,1778
161,312,0,1779
314,254,1,1779
182,271,0,1779
272,314,1,1780
233,343,1,1781
210,249,0,1782
180,300,0,1782
290,302,0,1783
160,311,0,1783
312,297,0,1783
160,313,0,1783
262,325,1,1783
182,266,1,1784
216,302,0,1786
171,310,1,1786
259,328,1,1787
208,304,1,1788
183,267,1,1788
174,250,1,1788
177,308,0,1788
187,281,1,1788
237,342,1,1789
296,299,0,1789
210,290,1,1789
240,321,1,1789
265,321,1,1790
214,247,1,1790
187,271,0,1790
280,319,1,1791
201,311,0,1791
163,305,0,1792
278,255,1,1792
189,307,0,1793
195,263,0,1793
163,325,0,1793
169,258,1,1794
298,271,0,1794
179,308,0,1794
209,293,1,1795
185,284,1,1795
190,269,1,1795
206,313,0,1795
193,298,1,1796
225,316,0,1796
174,307,0,1797
201,252,0,1797
231,329,1,1798
287,267,1,1798
290,299,0,1799
167,320,1,1800
166,261,1,1800
209,304,1,1800
206,253,0,1801
178,270,0,1801
332,299,0,1801
180,315,0,1801
167,308,0,1802
174,305,0,1802
266,323,1,1802
354,294,0,1802
289,283,1,1802
202,263,0,1803
235,345,1,1803
342,273,1,1804
180,314,0,1804
177,296,0,1804
294,272,0,1804
182,344,0,1804
178,271,0,1805
162,308,0,1805
212,242,0,1806
184,282,1,1806
268,302,0,1807
311,285,0,1807
189,326,0,1807
189,257,1,1807
200,308,1,1808
210,261,1,1808
179,339,0,1808
290,265,1,1810
195,262,0,1810
219,323,1,1810
214,243,0,1810
362,288,0,1810
240,344,1,1811
309,261,1,1811
192,311,1,1811
223,311,0,1812
285,269,1,1813
184,268,1,1813
164,304,0,1813
199,309,1,1814
317,252,1,1814
257,332,1,1814
232,253,0,1814
207,248,0,1814
183,342,0,1814
169,260,1,1815
284,260,1,1815
167,262,1,1816
161,323,0,1816
180,328,0,1817
225,349,1,1817
268,323,1,1817
207,258,1,1817
236,344,1,1817
179,293,0,1818
171,308,1,1818
300,274,1,1818
181,267,1,1819
300,302,0,1819
169,262,1,1819
175,264,1,1820
195,271,1,1820
236,306,0,1820
194,257,1,1821
167,321,1,1821
277,256,1,1822
189,261,1,1822
234,341,1,1822
309,258,0,1822
183,268,1,1823
219,317,0,1823
176,322,0,1823
285,316,1,1823
278,256,1,1824
317,268,1,1824
311,252,1,1825
222,344,1,1825
190,301,1,1826
231,348,1,1826
167,331,0,1827
241,341,1,1827
193,263,0,1828
168,257,1,1828
234,342,1,1828
295,266,1,1829
209,297,1,1829
303,252,1,1829
172,303,1,1831
171,254,1,1831
227,246,0,1832
324,287,0,1832
170,261,1,1832
238,315,1,1833
276,256,1,1833
285,255,1,1834
204,262,0,1835
304,275,1,1835
172,336,0,1835
276,257,1,1836
190,299,1,1836
259,321,1,1836
299,270,0,1837
314,299,0,1837
163,308,0,1838
174,277,1,1838
323,288,0,1839
167,300,0,1839
300,276,1,1839
168,255,1,1840
176,335,0,1840
319,293,1,1841
224,309,0,1841
204,327,0,1841
206,259,1,1841
228,245,0,1842
182,339,0,1843
198,313,0,1843
209,291,1,1843
218,315,0,1843
257,333,1,1843
215,243,0,1844
266,315,1,1844
188,271,0,1844
292,276,1,1844
207,254,0,1845
250,340,1,1845
198,309,1,1845
221,300,1,1845
324,299,0,1846
264,317,1,1846
216,242,0,1847
254,289,1,1847
284,254,1,1847
331,303,0,1847
300,253,1,1848
179,249,1,1848
308,261,1,1849
306,274,1,1849
172,264,1,1850
283,284,1,1850
271,256,1,1850
313,255,1,1851
242,342,1,1851
200,242,0,1851
304,251,1,1851
297,300,0,1852
173,318,0,1852
185,290,0,1852
175,252,1,1852
160,314,0,1853
532,34,0,1853
205,254,0,1853
74,120,0,1854
287,254,1,1854
178,294,0,1854
199,316,0,1855
172,275,1,1855
183,291,0,1855
191,313,1,1856
163,311,0,1856
242,339,1,1856
306,252,1,1857
292,274,1,1857
186,343,0,1857
260,318,1,1857
244,345,1,1857
320,293,1,1858
209,252,1,1859
211,260,1,1859
312,300,0,1859
305,274,1,1860
305,266,1,1860
223,295,0,1860
189,268,1,1860
233,252,0,1861
161,316,0,1861
265,281,1,1862
232,346,1,1862
285,284,1,1862
213,316,1,1862
205,260,1,1863
180,293,0,1863
160,320,0,1863
276,265,1,1864
204,292,1,1864
247,337,1,1864
298,275,1,1865
311,253,1,1867
166,259,1,1867
186,267,1,1867
221,243,0,1869
177,269,0,1869
202,247,0,1869
297,271,0,1870
308,273,1,1870
247,291,0,1870
263,330,1,1870
177,324,0,1870
347,289,0,1871
181,271,0,1871
183,340,0,1872
345,293,0,1872
161,317,0,1872
171,299,0,1873
166,260,1,1873
197,334,1,1874
262,322,1,1874
334,298,0,1874
189,271,0,1874
184,270,0,1875
287,255,1,1876
285,283,1,1876
168,256,1,1876
232,347,1,1877
202,250,0,1877
620,454,1,1878
180,279,1,1878
180,282,1,1878
239,314,1,1878
255,331,1,1879
230,248,0,1879
216,297,1,1879
305,276,1,1879
248,335,1,1879
165,331,0,1880
245,340,1,1880
170,255,1,1880
211,302,1,1881
307,253,1,1881
201,259,1,1881
169,255,1,1882
198,315,0,1882
162,311,0,1882
192,288,0,1882
179,266,1,1882
314,260,0,1883
233,295,0,1883
161,310,0,1884
256,335,1,1884
184,291,0,1885
192,310,1,1885
216,298,1,1886
222,244,0,1886
259,330,1,1886
224,333,1,1886
179,278,1,1886
177,313,0,1887
189,260,1,1887
292,252,1,1887
165,304,0,1887
236,316,1,1888
176,269,0,1888
265,328,1,1888
342,292,0,1889
217,299,1,1890
198,258,1,1891
222,346,1,1891
260,334,1,1891
298,302,0,1892
175,321,0,1892
286,253,1,1892
177,258,1,1892
225,343,1,1892
187,282,1,1893
212,250,0,1893
238,314,1,1893
206,299,1,1895
166,265,1,1895
301,280,1,1895
314,253,1,1895
196,280,1,1896
224,303,0,1896
183,341,0,1896
218,293,0,1897
614,434,1,1897
279,255,1,1898
178,266,1,1899
245,325,0,1900
216,247,1,1900
170,309,1,1900
262,317,1,1900
241,325,0,1900
320,301,0,1900
177,321,0,1901
200,313,0,1901
239,299,0,1901
185,268,1,1901
224,247,0,1901
168,265,1,1902
161,309,0,1902
279,256,1,1902
173,296,0,1903
210,248,0,1903
239,290,0,1903
222,295,0,1904
175,297,0,1904
177,248,1,1904
313,301,0,1904
241,344,1,1905
249,293,1,1905
223,244,0,1906
233,327,1,1906
188,268,1,1906
277,264,1,1908
197,309,1,1908
193,317,1,1909
231,249,0,1909
246,338,1,1909
261,286,0,1909
229,250,0,1909
280,257,1,1909
215,317,0,1910
249,337,1,1910
295,272,0,1910
339,274,1,1911
194,309,1,1912
263,286,0,1913
287,253,1,1914
300,252,1,1914
171,304,1,1914
181,279,1,1914
227,298,0,1915
211,294,1,1915
172,252,1,1915
173,298,0,1915
302,252,1,1916
194,310,1,1916
310,273,1,1916
162,316,0,1917
306,258,0,1918
232,345,1,1919
274,312,1,1919
316,275,1,1920
217,248,1,1920
209,255,0,1922
172,323,1,1922
168,263,1,1922
181,261,1,1922
277,328,1,1923
291,252,1,1923
300,299,0,1923
180,266,1,1923
197,263,0,1924
288,302,0,1926
195,326,0,1927
172,324,1,1927
239,301,0,1928
292,287,0,1928
301,252,1,1928
217,320,0,1929
191,284,1,1930
257,337,1,1930
168,260,1,1931
167,259,1,1932
219,294,0,1932
170,310,1,1933
166,315,0,1933
160,315,0,1933
220,302,1,1934
190,313,1,1934
316,305,0,1934
233,325,0,1935
241,319,1,1935
161,308,0,1935
295,274,1,1936
269,257,1,1936
299,299,0,1936
164,329,0,1936
254,331,1,1937
264,259,1,1938
171,334,0,1938
190,331,0,1939
258,331,1,1939
220,303,1,1939
326,300,0,1940
204,311,0,1940
295,252,1,1940
206,254,0,1941
160,316,0,1941
290,252,1,1941
